AdjRatioFeature	AdvRatioFeature	ArtRatioFeature	CardRatioFeature	ConjRatioFeature	EndingAble	EndingAl	EndingFul	EndingIble	EndingIc	EndingIve	EndingLess	EndingLy	EndingOus	NRatioFeature	NrofChars	NrofSentences	NrofTokens	NrofTokensPerSentence	ORatioFeature	PpRatioFeature	PrRatioFeature	PronounRatioHe	PronounRatioI	PronounRatioIt	PronounRatioShe	PronounRatioThey	PronounRatioUs	PronounRatioWe	PronounRatioYou	PuncRatioFeature	QuestionRatio	TokLenRatio	TypeTokenRatio	VRatioFeature	avgNumCharsSent	avgNumCharsToken	nrOfCommas	standardDevCharsPerSentence	standardDevCharsPerToken	standardDevTokensPerSentence	outcome
0.076613	0.068548	0.056452	0.008065	0.028226	226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.764706	0.0	0.245968	1377.0	1.0	248.0	248.0	0.0	0.133065	0.145161	0.027778	0.083333	0.055556	0.027778	0.055556	0.0	0.0	0.222222	0.0	0.0	1.0	0.467742	0.237903	1376.0	4.552419	0.0	0.0	2.273017	0.0	8
0.060606	0.063361	0.085399	0.002755	0.027548	227	4.545455	9.090909	0.0	0.0	0.0	0.0	0.0	8.695652	0.0	0.272727	1995.0	1.0	363.0	363.0	0.0	0.170799	0.07989	0.0	0.034483	0.034483	0.0	0.172414	0.0	0.0	0.37931	0.0	0.0	1.0	0.454545	0.236915	1995.0	4.501377	0.0	0.0	2.090744	0.0	9
0.05137	0.058219	0.09589	0.0	0.0	228	0.0	20.0	0.0	0.0	0.0	0.0	0.0	17.647059	0.0	0.273973	1620.0	1.0	292.0	292.0	0.0	0.191781	0.099315	0.103448	0.172414	0.241379	0.0	0.172414	0.0	0.0	0.034483	0.0	0.0	1.0	0.469178	0.229452	1620.0	4.527397	0.0	0.0	2.056381	0.0	8
0.074205	0.077739	0.091873	0.017668	0.024735	229	9.52381	4.761905	0.0	0.0	0.0	0.0	4.761905	13.636364	0.0	0.201413	1408.0	1.0	283.0	283.0	0.0	0.134276	0.095406	0.0	0.333333	0.0	0.0	0.296296	0.0	0.037037	0.037037	0.007067	0.0	1.0	0.522968	0.275618	1408.0	4.0	0.0	0.0	1.920113	0.0	8
0.053571	0.0	0.125	0.0	0.053571	22	0.0	33.333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321429	314.0	1.0	56.0	56.0	0.0	0.196429	0.071429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.678571	0.178571	314.0	4.625	0.0	0.0	1.818187	0.0	3
0.054825	0.083333	0.105263	0.008772	0.037281	230	0.0	16.0	4.0	0.0	0.0	20.0	0.0	10.526316	0.0	0.232456	2387.0	1.0	456.0	456.0	0.0	0.173246	0.085526	0.0	0.25641	0.051282	0.0	0.0	0.0	0.025641	0.384615	0.002193	0.0	1.0	0.414474	0.217105	2387.0	4.243421	0.0	0.0	2.065793	0.0	9
0.07971	0.086957	0.07971	0.003623	0.047101	231	0.0	0.0	13.636364	0.0	0.0	0.0	0.0	4.166667	4.545455	0.253623	1506.0	1.0	276.0	276.0	0.0	0.141304	0.086957	0.0	0.041667	0.166667	0.0	0.375	0.0	0.0	0.166667	0.0	0.0	1.0	0.536232	0.221014	1506.0	4.467391	0.0	0.0	2.287891	0.0	8
0.078799	0.090056	0.099437	0.005629	0.0394	232	0.0	2.380952	2.380952	0.0	2.380952	2.380952	0.0	8.333333	2.380952	0.245779	2991.0	1.0	533.0	533.0	0.0	0.161351	0.082552	0.0	0.0	0.113636	0.0	0.113636	0.068182	0.022727	0.227273	0.0	0.0	1.0	0.500938	0.196998	2991.0	4.611632	0.0	0.0	2.318297	0.0	12
0.098446	0.036269	0.07772	0.005181	0.062176	233	0.0	21.052632	0.0	0.0	0.0	0.0	5.263158	0.0	0.0	0.331606	1131.0	1.0	193.0	193.0	0.0	0.119171	0.082902	0.0	0.1875	0.3125	0.0	0.0	0.0	0.0	0.1875	0.010363	0.0	1.0	0.689119	0.176166	1131.0	4.859375	0.0	0.0	2.617254	0.0	7
0.080488	0.046341	0.087805	0.004878	0.036585	234	0.0	3.030303	0.0	0.0	3.030303	12.121212	3.030303	5.263158	0.0	0.243902	2177.0	1.0	410.0	410.0	0.0	0.173171	0.102439	0.0	0.166667	0.142857	0.0	0.047619	0.0	0.142857	0.380952	0.004878	0.0	1.0	0.409756	0.219512	2177.0	4.316176	0.0	0.0	2.22189	0.0	8
0.07	0.07	0.046667	0.023333	0.026667	235	0.0	4.761905	4.761905	0.0	0.0	0.0	0.0	4.761905	0.0	0.216667	1547.0	1.0	300.0	300.0	0.003333	0.17	0.153333	0.0	0.021739	0.173913	0.0	0.021739	0.021739	0.065217	0.391304	0.0	0.0	1.0	0.453333	0.22	1547.0	4.166667	0.0	0.0	2.193678	0.0	7
0.034483	0.059113	0.093596	0.004926	0.068966	236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.221675	972.0	1.0	203.0	203.0	0.0	0.123153	0.108374	0.0	0.272727	0.136364	0.0	0.0	0.0	0.045455	0.363636	0.0	0.0	1.0	0.541872	0.285714	972.0	3.802956	0.0	0.0	1.841126	0.0	6
0.040881	0.069182	0.081761	0.009434	0.028302	237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.181818	7.692308	0.22956	1731.0	1.0	318.0	318.0	0.0	0.169811	0.119497	0.0	0.263158	0.105263	0.0	0.052632	0.0	0.052632	0.210526	0.0	0.0	1.0	0.506289	0.238994	1731.0	4.45283	0.0	0.0	2.42808	0.0	8
0.080745	0.114907	0.099379	0.0	0.037267	238	0.0	0.0	0.0	0.0	0.0	11.538462	0.0	16.216216	0.0	0.214286	1690.0	1.0	322.0	322.0	0.0	0.173913	0.080745	0.0	0.153846	0.038462	0.0	0.115385	0.038462	0.038462	0.269231	0.003106	0.0	1.0	0.475155	0.195652	1690.0	4.254658	0.0	0.0	2.138902	0.0	9
0.08764	0.11236	0.069663	0.002247	0.024719	239	0.0	0.0	0.0	0.0	0.0	0.0	7.692308	14.0	0.0	0.208989	2409.0	1.0	445.0	445.0	0.0	0.155056	0.098876	0.022727	0.068182	0.113636	0.0	0.25	0.0	0.022727	0.159091	0.0	0.0	1.0	0.319101	0.240449	2409.0	4.431461	0.0	0.0	2.179145	0.0	9
0.066288	0.037879	0.087121	0.003788	0.056818	23	0.0	17.142857	2.857143	0.0	0.0	0.0	5.714286	20.0	0.0	0.24053	2806.0	1.0	528.0	528.0	0.0	0.189394	0.106061	0.0	0.178571	0.142857	0.0	0.071429	0.0	0.107143	0.053571	0.0	0.0	1.0	0.414773	0.212121	2806.0	4.329545	0.0	0.0	2.110875	0.0	10
0.035156	0.046875	0.042969	0.003906	0.027344	240	0.0	0.0	22.222222	0.0	0.0	0.0	0.0	16.666667	0.0	0.335938	1385.0	1.0	256.0	256.0	0.0	0.164063	0.164063	0.047619	0.047619	0.047619	0.02381	0.095238	0.047619	0.047619	0.119048	0.0	0.0	1.0	0.585938	0.179688	1385.0	4.421875	0.0	0.0	2.486241	0.0	8
0.084337	0.076305	0.096386	0.004016	0.088353	241	4.761905	4.761905	0.0	4.761905	0.0	0.0	0.0	5.263158	0.0	0.236948	1353.0	1.0	249.0	249.0	0.0	0.140562	0.068273	0.0	0.058824	0.0	0.0	0.176471	0.0	0.0	0.411765	0.0	0.0	1.0	0.53012	0.204819	1353.0	4.449799	0.0	0.0	2.172873	0.0	9
0.046189	0.048499	0.096998	0.0	0.036952	242	0.0	15.0	0.0	0.0	0.0	0.0	0.0	9.52381	0.0	0.256351	2305.0	1.0	433.0	433.0	0.0	0.187067	0.094688	0.0	0.04878	0.121951	0.0	0.04878	0.0	0.0	0.365854	0.0	0.0	1.0	0.420323	0.233256	2305.0	4.330254	0.0	0.0	2.214676	0.0	9
0.044304	0.056962	0.096519	0.0	0.030063	243	7.142857	0.0	0.0	3.571429	0.0	0.0	0.0	13.888889	0.0	0.207278	3078.0	1.0	632.0	632.0	0.0	0.200949	0.123418	0.012821	0.102564	0.141026	0.0	0.076923	0.012821	0.051282	0.333333	0.0	0.0	1.0	0.330696	0.240506	3078.0	3.871835	0.0	0.0	1.981967	0.0	11
0.088068	0.048295	0.090909	0.0	0.034091	244	3.225806	0.0	0.0	0.0	0.0	0.0	0.0	5.882353	0.0	0.204545	1740.0	1.0	352.0	352.0	0.0	0.190341	0.110795	0.0	0.128205	0.025641	0.0	0.051282	0.0	0.0	0.435897	0.0	0.0	1.0	0.434659	0.232955	1739.0	3.923295	0.0	0.0	1.839381	0.0	7
0.035503	0.047337	0.088757	0.0	0.053254	245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.218935	862.0	1.0	169.0	169.0	0.0	0.195266	0.118343	0.0	0.1	0.1	0.0	0.05	0.0	0.0	0.6	0.0	0.0	1.0	0.52071	0.242604	862.0	4.118343	0.0	0.0	2.226299	0.0	7
0.063272	0.064815	0.097222	0.003086	0.037037	246	2.439024	2.439024	0.0	0.0	0.0	0.0	0.0	19.047619	0.0	0.233025	3512.0	1.0	648.0	648.0	0.0	0.17284	0.089506	0.0	0.103448	0.068966	0.0	0.0	0.0	0.086207	0.362069	0.0	0.0	1.0	0.42284	0.239198	3512.0	4.42284	0.0	0.0	2.300745	0.0	11
0.069136	0.064198	0.08642	0.014815	0.061728	247	0.0	7.142857	3.571429	0.0	0.0	0.0	0.0	7.692308	0.0	0.259259	2155.0	1.0	405.0	405.0	0.0	0.138272	0.093827	0.0	0.052632	0.078947	0.0	0.0	0.0	0.0	0.421053	0.0	0.0	1.0	0.45679	0.212346	2155.0	4.325926	0.0	0.0	2.127409	0.0	8
0.078189	0.072016	0.096708	0.0	0.05144	248	0.0	0.0	2.631579	0.0	0.0	0.0	0.0	2.857143	0.0	0.218107	2455.0	1.0	486.0	486.0	0.002058	0.111111	0.127572	0.0	0.258065	0.080645	0.0	0.032258	0.048387	0.0	0.306452	0.0	0.0	1.0	0.372428	0.242798	2455.0	4.057613	0.0	0.0	2.090733	0.0	9
0.106509	0.047337	0.094675	0.0	0.011834	249	2.777778	13.888889	0.0	0.0	11.111111	0.0	19.444444	0.0	0.0	0.301775	1886.0	1.0	338.0	338.0	0.0	0.168639	0.065089	0.0	0.090909	0.090909	0.0	0.272727	0.0	0.090909	0.227273	0.002959	0.0	1.0	0.431953	0.201183	1886.0	4.590504	0.0	0.0	2.257523	0.0	9
0.077876	0.063717	0.079646	0.0	0.031858	24	0.0	13.636364	0.0	0.0	0.0	0.0	0.0	11.111111	0.0	0.260177	3091.0	1.0	565.0	565.0	0.0	0.168142	0.095575	0.0	0.037037	0.092593	0.0	0.055556	0.074074	0.12963	0.314815	0.0	0.0	1.0	0.424779	0.223009	3091.0	4.483186	0.0	0.0	2.308541	0.0	11
0.1	0.087097	0.093548	0.003226	0.048387	250	0.0	9.677419	3.225806	0.0	0.0	0.0	0.0	14.814815	0.0	0.241935	1703.0	1.0	310.0	310.0	0.0	0.158065	0.058065	0.0	0.055556	0.111111	0.0	0.111111	0.0	0.0	0.222222	0.003226	0.0	1.0	0.516129	0.206452	1703.0	4.5	0.0	0.0	2.150394	0.0	10
0.071048	0.079929	0.092362	0.001776	0.0373	251	5.0	0.0	0.0	0.0	0.0	0.0	0.0	11.111111	0.0	0.197158	2898.0	1.0	563.0	563.0	0.0	0.166963	0.108348	0.0	0.098361	0.081967	0.0	0.04918	0.032787	0.114754	0.327869	0.0	0.0	1.0	0.413854	0.245115	2898.0	4.161634	0.0	0.0	2.177836	0.0	9
0.04878	0.078049	0.114634	0.0	0.043902	252	0.0	10.0	5.0	0.0	0.0	20.0	0.0	9.375	0.0	0.24878	2182.0	1.0	410.0	410.0	0.0	0.163415	0.107317	0.0	0.272727	0.068182	0.0	0.045455	0.0	0.068182	0.045455	0.002439	0.0	1.0	0.4	0.192683	2182.0	4.327628	0.0	0.0	2.125694	0.0	9
0.090498	0.099548	0.049774	0.0	0.036199	253	0.0	0.0	5.0	0.0	0.0	0.0	0.0	9.090909	0.0	0.20362	1164.0	1.0	221.0	221.0	0.0	0.117647	0.149321	0.0	0.212121	0.030303	0.0	0.030303	0.0	0.0	0.393939	0.0	0.0	1.0	0.502262	0.253394	1164.0	4.271493	0.0	0.0	2.077362	0.0	6
0.048193	0.086059	0.098107	0.0	0.025818	254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.232358	2910.0	1.0	581.0	581.0	0.0	0.165232	0.142857	0.204819	0.060241	0.108434	0.012048	0.012048	0.048193	0.13253	0.072289	0.0	0.0	1.0	0.435456	0.201377	2910.0	4.022375	0.0	0.0	2.023404	0.0	10
0.060976	0.073171	0.082317	0.0	0.045732	255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.166667	0.0	0.228659	1676.0	1.0	328.0	328.0	0.0	0.155488	0.140244	0.0	0.152174	0.152174	0.0	0.086957	0.0	0.0	0.369565	0.0	0.0	1.0	0.5	0.213415	1676.0	4.112805	0.0	0.0	2.136234	0.0	8
0.080139	0.045296	0.101045	0.003484	0.052265	256	4.347826	0.0	0.0	0.0	0.0	0.0	0.0	7.692308	0.0	0.226481	1504.0	1.0	287.0	287.0	0.0	0.174216	0.108014	0.0	0.032258	0.032258	0.0	0.096774	0.064516	0.064516	0.322581	0.0	0.0	1.0	0.54007	0.209059	1504.0	4.25784	0.0	0.0	2.05238	0.0	8
0.060046	0.036952	0.12933	0.004619	0.039261	257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.242494	2228.0	1.0	433.0	433.0	0.0	0.166282	0.08776	0.0	0.210526	0.052632	0.0	0.052632	0.0	0.0	0.394737	0.002309	0.0	1.0	0.3903	0.230947	2228.0	4.155093	0.0	0.0	1.951144	0.0	8
0.077505	0.094518	0.100189	0.003781	0.030246	258	4.878049	26.829268	2.439024	0.0	0.0	2.439024	2.439024	8.0	4.878049	0.224953	2889.0	1.0	529.0	529.0	0.0	0.1569	0.10397	0.0	0.018182	0.163636	0.0	0.090909	0.0	0.054545	0.272727	0.0	0.0	1.0	0.398866	0.20794	2889.0	4.47259	0.0	0.0	2.2841	0.0	11
0.064965	0.078886	0.118329	0.009281	0.027842	259	0.0	3.571429	0.0	0.0	3.571429	3.571429	3.571429	17.647059	0.0	0.222738	2312.0	1.0	431.0	431.0	0.0	0.150812	0.095128	0.0	0.097561	0.146341	0.0	0.02439	0.0	0.02439	0.365854	0.00232	0.0	1.0	0.491879	0.229698	2312.0	4.353488	0.0	0.0	2.296747	0.0	9
0.061433	0.051195	0.098976	0.003413	0.047782	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.555556	0.249147	1639.0	1.0	293.0	293.0	0.0	0.16041	0.075085	0.045455	0.227273	0.090909	0.0	0.181818	0.0	0.0	0.0	0.003413	0.0	1.0	0.433447	0.249147	1639.0	4.59727	0.0	0.0	2.316639	0.0	8
0.073016	0.092063	0.095238	0.012698	0.019048	260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.344828	8.695652	0.2	1640.0	1.0	315.0	315.0	0.0	0.146032	0.095238	0.0	0.133333	0.133333	0.0	0.033333	0.066667	0.133333	0.266667	0.0	0.0	1.0	0.473016	0.266667	1640.0	4.225397	0.0	0.0	2.195954	0.0	7
0.063063	0.047297	0.081081	0.011261	0.042793	261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.247748	2394.0	1.0	444.0	444.0	0.0	0.157658	0.096847	0.0	0.139535	0.162791	0.0	0.139535	0.0	0.093023	0.209302	0.0	0.0	1.0	0.391892	0.252252	2394.0	4.394144	0.0	0.0	2.164426	0.0	9
0.054608	0.068259	0.116041	0.0	0.03413	262	43.75	0.0	0.0	0.0	0.0	12.5	0.0	5.0	0.0	0.170648	1458.0	1.0	293.0	293.0	0.0	0.191126	0.095563	0.0	0.035714	0.107143	0.0	0.25	0.0	0.035714	0.357143	0.0	0.0	1.0	0.423208	0.269625	1458.0	3.979522	0.0	0.0	1.948025	0.0	8
0.076336	0.04771	0.080153	0.013359	0.053435	263	0.0	7.5	2.5	0.0	0.0	0.0	0.0	4.0	2.5	0.29771	2931.0	1.0	524.0	524.0	0.0	0.171756	0.053435	0.0	0.0	0.142857	0.0	0.178571	0.0	0.071429	0.071429	0.0	0.0	1.0	0.459924	0.206107	2931.0	4.591603	0.0	0.0	2.18627	0.0	10
0.064	0.053333	0.090667	0.0	0.042667	264	8.333333	0.0	8.333333	0.0	0.0	4.166667	0.0	10.0	0.0	0.221333	2051.0	1.0	375.0	375.0	0.0	0.168	0.12	0.022222	0.022222	0.022222	0.066667	0.066667	0.0	0.0	0.2	0.008	0.0	1.0	0.432	0.232	2051.0	4.485255	0.0	0.0	2.528746	0.0	8
0.068966	0.061576	0.105911	0.004926	0.027094	265	0.0	0.0	0.0	7.142857	0.0	0.0	3.571429	12.0	0.0	0.236453	2143.0	1.0	406.0	406.0	0.0	0.184729	0.083744	0.0	0.058824	0.147059	0.0	0.117647	0.029412	0.0	0.323529	0.0	0.0	1.0	0.566502	0.226601	2143.0	4.29803	0.0	0.0	2.373363	0.0	11
0.070175	0.06015	0.092732	0.0	0.037594	266	0.0	0.0	0.0	0.0	0.0	7.142857	0.0	16.666667	0.0	0.265664	2291.0	1.0	399.0	399.0	0.0	0.172932	0.092732	0.0	0.027027	0.027027	0.081081	0.081081	0.0	0.0	0.27027	0.002506	0.0	1.0	0.458647	0.205514	2291.0	4.746231	0.0	0.0	2.54772	0.0	11
0.076923	0.054945	0.096703	0.010989	0.048352	267	2.857143	14.285714	2.857143	0.0	0.0	0.0	2.857143	16.0	0.0	0.261538	2619.0	1.0	455.0	455.0	0.002198	0.162637	0.054945	0.0	0.16	0.0	0.0	0.04	0.2	0.04	0.16	0.0	0.0	1.0	0.50989	0.230769	2619.0	4.769231	0.0	0.0	2.562952	0.0	10
0.048148	0.055556	0.081481	0.0	0.033333	268	15.384615	0.0	0.0	0.0	0.0	7.692308	0.0	26.666667	0.0	0.225926	1460.0	1.0	270.0	270.0	0.0	0.17037	0.140741	0.0	0.105263	0.052632	0.0	0.052632	0.0	0.078947	0.526316	0.0	0.0	1.0	0.503704	0.244444	1460.0	4.437037	0.0	0.0	2.39477	0.0	8
0.039801	0.072139	0.09204	0.0	0.049751	269	6.25	12.5	0.0	0.0	0.0	0.0	0.0	6.896552	0.0	0.263682	2108.0	1.0	402.0	402.0	0.0	0.186567	0.08209	0.0	0.30303	0.121212	0.0	0.030303	0.0	0.0	0.212121	0.0	0.0	1.0	0.5	0.211443	2107.0	4.246269	0.0	0.0	2.166352	0.0	9
0.049587	0.060606	0.066116	0.002755	0.063361	26	0.0	5.555556	5.555556	0.0	0.0	0.0	5.555556	18.181818	0.0	0.23416	1934.0	1.0	363.0	363.0	0.0	0.15978	0.121212	0.045455	0.136364	0.0	0.022727	0.045455	0.0	0.022727	0.386364	0.0	0.0	1.0	0.460055	0.242424	1934.0	4.338843	0.0	0.0	2.1738	0.0	9
0.080808	0.055556	0.040404	0.007576	0.027778	270	9.375	0.0	6.25	0.0	0.0	0.0	0.0	4.545455	0.0	0.194444	1977.0	1.0	396.0	396.0	0.0	0.164141	0.143939	0.087719	0.052632	0.035088	0.017544	0.22807	0.0	0.0	0.210526	0.002525	0.0	1.0	0.396465	0.282828	1977.0	4.005063	0.0	0.0	1.936975	0.0	8
0.027778	0.070988	0.08642	0.003086	0.055556	271	0.0	11.111111	0.0	0.0	0.0	0.0	0.0	13.043478	0.0	0.175926	1642.0	1.0	324.0	324.0	0.0	0.166667	0.154321	0.0	0.16	0.08	0.0	0.1	0.0	0.0	0.46	0.0	0.0	1.0	0.435185	0.259259	1642.0	4.07716	0.0	0.0	2.0987	0.0	8
0.080306	0.057361	0.068834	0.001912	0.043977	272	0.0	4.761905	2.380952	0.0	0.0	14.285714	0.0	6.666667	0.0	0.26195	2774.0	1.0	523.0	523.0	0.001912	0.133843	0.133843	0.028571	0.171429	0.071429	0.014286	0.057143	0.014286	0.0	0.3	0.001912	0.0	1.0	0.447419	0.214149	2774.0	4.32696	0.0	0.0	2.175428	0.0	10
0.070707	0.090909	0.074074	0.003367	0.053872	273	0.0	9.52381	9.52381	4.761905	0.0	0.0	0.0	7.407407	0.0	0.245791	1593.0	1.0	297.0	297.0	0.0	0.164983	0.063973	0.0	0.157895	0.0	0.0	0.105263	0.0	0.0	0.210526	0.006734	0.0	1.0	0.491582	0.225589	1593.0	4.369492	0.0	0.0	1.943896	0.0	8
0.046392	0.072165	0.079897	0.005155	0.036082	274	0.0	5.555556	5.555556	0.0	0.0	5.555556	0.0	21.428571	0.0	0.25	2096.0	1.0	388.0	388.0	0.0	0.152062	0.14433	0.0	0.125	0.107143	0.0	0.035714	0.0	0.0	0.375	0.002577	0.0	1.0	0.474227	0.21134	2096.0	4.410853	0.0	0.0	2.559713	0.0	9
0.091837	0.081633	0.086735	0.005102	0.053571	275	0.0	5.555556	2.777778	0.0	0.0	8.333333	5.555556	12.5	5.555556	0.293367	2273.0	1.0	392.0	392.0	0.0	0.137755	0.053571	0.0	0.047619	0.142857	0.0	0.238095	0.0	0.0	0.047619	0.002551	0.0	1.0	0.461735	0.193878	2273.0	4.803069	0.0	0.0	2.339386	0.0	11
0.05283	0.071698	0.060377	0.0	0.049057	276	0.0	7.142857	0.0	0.0	0.0	0.0	0.0	10.526316	0.0	0.241509	1414.0	1.0	265.0	265.0	0.0	0.184906	0.098113	0.0	0.115385	0.038462	0.0	0.192308	0.0	0.0	0.153846	0.003774	0.0	1.0	0.498113	0.237736	1413.0	4.325758	0.0	0.0	2.068875	0.0	8
0.069378	0.066986	0.069378	0.007177	0.059809	277	10.344828	3.448276	0.0	0.0	0.0	0.0	0.0	3.571429	0.0	0.241627	2238.0	1.0	418.0	418.0	0.0	0.179426	0.102871	0.0	0.116279	0.069767	0.093023	0.116279	0.0	0.069767	0.116279	0.0	0.0	1.0	0.485646	0.203349	2238.0	4.354067	0.0	0.0	2.093278	0.0	9
0.065789	0.075658	0.072368	0.003289	0.039474	278	5.0	5.0	15.0	0.0	0.0	10.0	0.0	13.043478	0.0	0.226974	1707.0	1.0	304.0	304.0	0.0	0.144737	0.131579	0.0	0.025	0.05	0.0	0.075	0.2	0.0	0.25	0.0	0.0	1.0	0.519737	0.240132	1707.0	4.628289	0.0	0.0	2.424516	0.0	8
0.075515	0.038902	0.112128	0.002288	0.032037	279	0.0	0.0	0.0	0.0	6.060606	6.060606	0.0	35.294118	0.0	0.28833	2470.0	1.0	437.0	437.0	0.0	0.185355	0.057208	0.0	0.04	0.16	0.0	0.04	0.0	0.0	0.44	0.0	0.0	1.0	0.427918	0.208238	2470.0	4.659039	0.0	0.0	2.492183	0.0	10
0.091667	0.066667	0.1	0.0	0.033333	27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.241667	630.0	1.0	120.0	120.0	0.0	0.15	0.083333	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.8	0.0	0.0	1.0	0.558333	0.233333	630.0	4.258333	0.0	0.0	2.158301	0.0	4
0.0725	0.09	0.08	0.0	0.0425	280	3.448276	6.896552	0.0	0.0	0.0	6.896552	0.0	8.333333	3.448276	0.2675	2152.0	1.0	400.0	400.0	0.0	0.165	0.1	0.0	0.25	0.025	0.0	0.05	0.1	0.15	0.1	0.0025	0.0	1.0	0.4875	0.18	2152.0	4.385965	0.0	0.0	2.25702	0.0	10
0.0625	0.080357	0.075893	0.0	0.044643	281	0.0	0.0	7.142857	0.0	0.0	0.0	0.0	5.555556	0.0	0.290179	1203.0	1.0	224.0	224.0	0.0	0.15625	0.111607	0.0	0.28	0.12	0.0	0.0	0.04	0.16	0.16	0.0	0.0	1.0	0.410714	0.178571	1203.0	4.383929	0.0	0.0	2.353741	0.0	7
0.050473	0.0347	0.082019	0.0	0.053628	282	12.5	0.0	0.0	0.0	0.0	18.75	0.0	0.0	0.0	0.283912	1775.0	1.0	317.0	317.0	0.0	0.195584	0.11041	0.0	0.114286	0.085714	0.0	0.114286	0.085714	0.0	0.114286	0.003155	0.0	1.0	0.485804	0.18612	1775.0	4.615142	0.0	0.0	2.309661	0.0	8
0.044444	0.088889	0.084444	0.0	0.026667	283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208889	1094.0	1.0	225.0	225.0	0.0	0.168889	0.128889	0.0	0.206897	0.206897	0.0	0.137931	0.0	0.034483	0.275862	0.0	0.0	1.0	0.533333	0.248889	1094.0	3.875556	0.0	0.0	2.007226	0.0	6
0.068404	0.042345	0.084691	0.003257	0.029316	284	0.0	0.0	0.0	0.0	0.0	9.52381	0.0	7.692308	0.0	0.234528	1582.0	1.0	307.0	307.0	0.0	0.179153	0.127036	0.0	0.076923	0.025641	0.0	0.076923	0.0	0.025641	0.435897	0.0	0.0	1.0	0.446254	0.23127	1582.0	4.159609	0.0	0.0	2.03005	0.0	8
0.066787	0.088448	0.104693	0.005415	0.036101	285	0.0	2.702703	0.0	0.0	0.0	2.702703	2.702703	20.408163	0.0	0.216606	2858.0	1.0	554.0	554.0	0.0	0.166065	0.113718	0.0	0.412698	0.047619	0.0	0.079365	0.015873	0.047619	0.111111	0.00361	0.0	1.0	0.5	0.198556	2858.0	4.164855	0.0	0.0	2.201777	0.0	11
0.046154	0.015385	0.107692	0.0	0.0	286	0.0	0.0	0.0	0.0	0.0	33.333333	0.0	0.0	0.0	0.307692	329.0	1.0	65.0	65.0	0.0	0.184615	0.076923	0.0	0.2	0.0	0.0	0.2	0.0	0.0	0.4	0.0	0.0	1.0	0.769231	0.261538	329.0	4.107692	0.0	0.0	2.061538	0.0	4
0.058929	0.066071	0.094643	0.001786	0.035714	287	6.060606	6.060606	0.0	3.030303	0.0	0.0	0.0	27.027027	9.090909	0.228571	3060.0	1.0	560.0	560.0	0.001786	0.169643	0.1125	0.079365	0.15873	0.079365	0.0	0.063492	0.079365	0.095238	0.15873	0.001786	0.0	1.0	0.453571	0.228571	3060.0	4.479428	0.0	0.0	2.55302	0.0	12
0.060345	0.094828	0.114943	0.002874	0.025862	288	0.0	4.761905	0.0	0.0	0.0	0.0	0.0	9.090909	0.0	0.227011	1826.0	1.0	348.0	348.0	0.0	0.152299	0.117816	0.04878	0.02439	0.02439	0.170732	0.195122	0.0	0.0	0.097561	0.0	0.0	1.0	0.422414	0.204023	1826.0	4.264368	0.0	0.0	2.171973	0.0	8
0.072139	0.072139	0.116915	0.002488	0.049751	289	6.896552	3.448276	3.448276	0.0	0.0	3.448276	0.0	13.793103	0.0	0.238806	2180.0	1.0	402.0	402.0	0.0	0.144279	0.062189	0.0	0.08	0.0	0.04	0.08	0.0	0.0	0.36	0.0	0.0	1.0	0.495025	0.241294	2180.0	4.430348	0.0	0.0	2.438574	0.0	10
0.07438	0.052342	0.060606	0.0	0.041322	28	0.0	7.407407	11.111111	0.0	0.0	3.703704	0.0	15.789474	0.0	0.239669	1998.0	1.0	363.0	363.0	0.0	0.173554	0.099174	0.0	0.027778	0.166667	0.027778	0.166667	0.0	0.027778	0.138889	0.0	0.0	1.0	0.506887	0.258953	1998.0	4.515152	0.0	0.0	2.237094	0.0	9
0.096715	0.094891	0.089416	0.00365	0.029197	290	1.886792	3.773585	3.773585	3.773585	0.0	0.0	0.0	13.461538	3.773585	0.235401	3044.0	1.0	548.0	548.0	0.0	0.166058	0.069343	0.0	0.0	0.315789	0.0	0.263158	0.0	0.0	0.078947	0.0	0.0	1.0	0.474453	0.215328	3044.0	4.576642	0.0	0.0	2.359861	0.0	11
